Location,Station,Date,Time,Temperature (F),Dew Point (F),Humidity (%),Wind,Wind Speed (mph),Wind Gust (mph),Pressure (in),Precipitation (in),Condition,Data Collection Source
"New York City, NY",Laguardia Airport Station,7/15/21,6:51 AM,76 °F,66 °F,71 %,E,3 mph,0 mph,30.09 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,7:51 AM,77 °F,67 °F,71 %,ENE,6 mph,0 mph,30.10 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,8:51 AM,79 °F,67 °F,66 %,NE,6 mph,0 mph,30.10 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,9:51 AM,81 °F,67 °F,62 %,NE,6 mph,0 mph,30.08 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,10:51 AM,81 °F,68 °F,65 %,NE,8 mph,0 mph,30.08 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,11:51 AM,84 °F,68 °F,58 %,NE,7 mph,0 mph,30.07 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,12:51 PM,86 °F,67 °F,53 %,NE,8 mph,0 mph,30.05 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,1:51 PM,87 °F,67 °F,51 %,NE,9 mph,0 mph,30.04 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,2:51 PM,91 °F,63 °F,39 %,SW,8 mph,0 mph,30.03 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,3:51 PM,89 °F,67 °F,48 %,S,14 mph,0 mph,30.01 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,4:51 PM,88 °F,68 °F,51 %,S,13 mph,0 mph,30.00 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,5:51 PM,86 °F,69 °F,57 %,S,14 mph,0 mph,29.99 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,6:51 PM,86 °F,69 °F,57 %,S,13 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,7:51 PM,84 °F,69 °F,61 %,S,10 mph,0 mph,29.96 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,8:51 PM,84 °F,70 °F,63 %,S,10 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,9:51 PM,83 °F,72 °F,69 %,S,9 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,10:51 PM,83 °F,72 °F,69 %,S,8 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/15/21,11:51 PM,84 °F,70 °F,63 %,SSW,9 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,12:51 AM,83 °F,70 °F,65 %,SW,10 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,1:51 AM,83 °F,71 °F,67 %,SW,9 mph,0 mph,29.97 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,2:51 AM,82 °F,71 °F,69 %,SW,8 mph,0 mph,29.96 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,3:51 AM,82 °F,70 °F,67 %,SW,6 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,4:51 AM,82 °F,70 °F,67 %,SW,8 mph,0 mph,29.95 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,5:51 AM,82 °F,70 °F,67 %,SW,9 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,6:51 AM,82 °F,71 °F,69 %,SW,6 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,7:51 AM,84 °F,69 °F,61 %,WSW,7 mph,0 mph,29.98 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,8:51 AM,85 °F,70 °F,61 %,SW,5 mph,0 mph,29.98 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,9:51 AM,88 °F,70 °F,55 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,10:51 AM,89 °F,68 °F,50 %,W,6 mph,0 mph,29.98 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,11:51 AM,91 °F,68 °F,47 %,VAR,5 mph,0 mph,29.97 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,12:51 PM,92 °F,67 °F,44 %,SW,12 mph,0 mph,29.98 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,1:51 PM,94 °F,66 °F,40 %,SSW,13 mph,0 mph,29.96 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,2:51 PM,94 °F,64 °F,37 %,SW,15 mph,20 mph,29.95 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,3:51 PM,94 °F,66 °F,40 %,SSW,12 mph,0 mph,29.93 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,4:51 PM,93 °F,69 °F,45 %,S,12 mph,0 mph,29.93 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,5:51 PM,95 °F,63 °F,34 %,SW,10 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,6:51 PM,92 °F,68 °F,45 %,CALM,0 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,7:51 PM,87 °F,66 °F,49 %,NNE,9 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,8:51 PM,87 °F,65 °F,48 %,N,3 mph,0 mph,29.97 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,9:51 PM,85 °F,66 °F,53 %,NNW,5 mph,0 mph,30.00 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,10:51 PM,85 °F,66 °F,53 %,CALM,0 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/16/21,11:51 PM,85 °F,65 °F,51 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,12:51 AM,84 °F,66 °F,55 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,1:51 AM,83 °F,67 °F,58 %,NW,6 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,2:51 AM,84 °F,67 °F,56 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,3:51 AM,80 °F,69 °F,69 %,NE,3 mph,0 mph,29.99 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,4:51 AM,81 °F,69 °F,67 %,ENE,3 mph,0 mph,30.00 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,5:51 AM,78 °F,70 °F,76 %,E,5 mph,0 mph,30.01 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,6:51 AM,79 °F,69 °F,72 %,ENE,8 mph,0 mph,30.02 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,7:51 AM,79 °F,71 °F,77 %,NE,6 mph,0 mph,30.03 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,8:51 AM,82 °F,71 °F,69 %,NNE,6 mph,0 mph,30.04 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,9:51 AM,84 °F,71 °F,65 %,NE,6 mph,0 mph,30.03 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,10:51 AM,87 °F,72 °F,61 %,VAR,3 mph,0 mph,30.02 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,11:51 AM,90 °F,69 °F,50 %,SE,8 mph,0 mph,30.01 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,12:51 PM,90 °F,71 °F,54 %,SSE,9 mph,0 mph,30.00 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,1:29 PM,91 °F,71 °F,52 %,S,16 mph,21 mph,29.99 in,0.0 in,Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,1:51 PM,91 °F,70 °F,50 %,S,14 mph,0 mph,29.98 in,0.0 in,Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,2:51 PM,83 °F,73 °F,72 %,S,12 mph,0 mph,29.99 in,0.0 in,Light Rain with Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,3:51 PM,83 °F,72 °F,69 %,S,8 mph,0 mph,29.97 in,0.0 in,Light Rain with Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,4:36 PM,82 °F,72 °F,71 %,VAR,3 mph,0 mph,29.95 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,4:51 PM,83 °F,72 °F,69 %,ESE,7 mph,0 mph,29.94 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,5:51 PM,86 °F,72 °F,63 %,S,14 mph,0 mph,29.91 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,6:51 PM,85 °F,70 °F,61 %,S,12 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,7:51 PM,83 °F,72 °F,69 %,S,14 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,8:51 PM,81 °F,70 °F,69 %,WSW,7 mph,0 mph,29.95 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,9:51 PM,78 °F,69 °F,74 %,NNW,5 mph,0 mph,29.96 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,10:51 PM,77 °F,69 °F,76 %,SW,6 mph,0 mph,29.97 in,0.1 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/17/21,11:51 PM,77 °F,71 °F,82 %,E,5 mph,0 mph,29.96 in,0.1 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,12:06 AM,77 °F,71 °F,82 %,S,7 mph,0 mph,29.98 in,0.0 in,Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,12:51 AM,75 °F,70 °F,84 %,SSW,8 mph,0 mph,29.96 in,0.3 in,Light Rain with Thunder,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,1:51 AM,74 °F,70 °F,87 %,SSW,7 mph,0 mph,29.95 in,0.1 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,2:51 AM,75 °F,70 °F,84 %,SSW,6 mph,0 mph,29.93 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,3:51 AM,75 °F,69 °F,82 %,SSW,5 mph,0 mph,29.92 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,4:26 AM,75 °F,70 °F,84 %,SW,9 mph,0 mph,29.92 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,4:51 AM,75 °F,70 °F,84 %,SW,10 mph,18 mph,29.93 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,5:43 AM,75 °F,70 °F,84 %,SW,6 mph,0 mph,29.94 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,5:51 AM,75 °F,70 °F,84 %,SSW,8 mph,0 mph,29.95 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,6:51 AM,75 °F,70 °F,84 %,SSW,6 mph,0 mph,29.95 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,7:51 AM,76 °F,71 °F,85 %,SSW,7 mph,0 mph,29.96 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,8:51 AM,77 °F,69 °F,76 %,SSW,8 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,9:51 AM,76 °F,71 °F,85 %,SSW,7 mph,0 mph,29.94 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,10:30 AM,79 °F,72 °F,79 %,SSW,7 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,10:51 AM,81 °F,73 °F,77 %,S,9 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,11:51 AM,82 °F,68 °F,62 %,SW,10 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,12:51 PM,85 °F,64 °F,49 %,WSW,14 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,1:51 PM,85 °F,65 °F,51 %,WSW,15 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,2:51 PM,85 °F,64 °F,49 %,SW,13 mph,21 mph,29.90 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,3:51 PM,86 °F,63 °F,46 %,SW,17 mph,0 mph,29.89 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,4:51 PM,84 °F,63 °F,49 %,SW,13 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,5:51 PM,82 °F,63 °F,52 %,SW,16 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,6:51 PM,82 °F,63 °F,52 %,W,9 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,7:51 PM,80 °F,63 °F,56 %,WSW,14 mph,0 mph,29.91 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,8:51 PM,78 °F,64 °F,62 %,WSW,14 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,9:51 PM,78 °F,65 °F,64 %,W,10 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,10:51 PM,76 °F,65 °F,69 %,WSW,9 mph,0 mph,29.94 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/18/21,11:51 PM,76 °F,63 °F,64 %,W,10 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,12:51 AM,76 °F,63 °F,64 %,W,8 mph,0 mph,29.94 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,1:51 AM,75 °F,63 °F,66 %,W,9 mph,0 mph,29.92 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,2:51 AM,74 °F,64 °F,71 %,WNW,9 mph,0 mph,29.91 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,3:51 AM,73 °F,64 °F,73 %,NW,8 mph,0 mph,29.91 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,4:51 AM,73 °F,65 °F,76 %,NW,9 mph,0 mph,29.91 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,5:51 AM,71 °F,66 °F,84 %,N,8 mph,0 mph,29.92 in,0.0 in,Light Drizzle,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,6:40 AM,72 °F,66 °F,81 %,NNW,5 mph,0 mph,29.92 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,6:51 AM,73 °F,65 °F,76 %,NW,6 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,7:51 AM,73 °F,63 °F,71 %,NW,8 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,8:51 AM,74 °F,62 °F,66 %,NW,10 mph,0 mph,29.93 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,9:51 AM,75 °F,63 °F,66 %,WNW,3 mph,0 mph,29.94 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,10:51 AM,76 °F,62 °F,62 %,NNW,5 mph,0 mph,29.94 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,11:51 AM,73 °F,65 °F,76 %,N,13 mph,20 mph,29.94 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,12:51 PM,72 °F,65 °F,78 %,NNW,10 mph,0 mph,29.95 in,0.0 in,Light Rain,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,1:51 PM,75 °F,65 °F,71 %,CALM,0 mph,0 mph,29.94 in,0.0 in,Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,2:51 PM,80 °F,64 °F,58 %,NNE,6 mph,0 mph,29.93 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,3:51 PM,79 °F,63 °F,58 %,N,6 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,4:51 PM,80 °F,64 °F,58 %,NNW,8 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,5:51 PM,82 °F,60 °F,47 %,N,12 mph,0 mph,29.91 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,6:51 PM,82 °F,61 °F,49 %,N,6 mph,0 mph,29.91 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,7:51 PM,81 °F,61 °F,50 %,E,6 mph,0 mph,29.91 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,8:51 PM,81 °F,61 °F,50 %,SE,5 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,9:51 PM,79 °F,63 °F,58 %,S,7 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,10:51 PM,78 °F,64 °F,62 %,S,6 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/19/21,11:51 PM,78 °F,65 °F,64 %,SSW,5 mph,0 mph,29.93 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,12:51 AM,79 °F,64 °F,60 %,SSW,7 mph,0 mph,29.92 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,1:51 AM,78 °F,63 °F,60 %,WSW,3 mph,0 mph,29.90 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,2:51 AM,78 °F,64 °F,62 %,NW,9 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,3:51 AM,76 °F,65 °F,69 %,NW,9 mph,0 mph,29.87 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,4:51 AM,76 °F,65 °F,69 %,WNW,7 mph,0 mph,29.88 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,5:51 AM,75 °F,65 °F,71 %,NW,9 mph,0 mph,29.88 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,6:51 AM,75 °F,65 °F,71 %,WNW,7 mph,0 mph,29.90 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,7:51 AM,77 °F,66 °F,69 %,WNW,3 mph,0 mph,29.90 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,8:51 AM,78 °F,66 °F,66 %,NW,6 mph,0 mph,29.91 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,9:51 AM,80 °F,67 °F,64 %,NW,6 mph,0 mph,29.90 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,10:51 AM,82 °F,66 °F,58 %,NW,5 mph,0 mph,29.90 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,11:51 AM,84 °F,67 °F,56 %,NW,5 mph,0 mph,29.89 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,12:51 PM,85 °F,66 °F,53 %,NNW,7 mph,0 mph,29.88 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,1:51 PM,87 °F,64 °F,46 %,VAR,5 mph,0 mph,29.87 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,2:44 PM,88 °F,64 °F,45 %,WNW,6 mph,0 mph,29.86 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,2:51 PM,87 °F,65 °F,48 %,NW,8 mph,0 mph,29.85 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,3:51 PM,87 °F,63 °F,44 %,WNW,6 mph,0 mph,29.85 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,4:42 PM,87 °F,63 °F,44 %,W,7 mph,0 mph,29.83 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,4:51 PM,88 °F,63 °F,43 %,W,6 mph,0 mph,29.83 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,5:51 PM,87 °F,64 °F,46 %,WNW,5 mph,0 mph,29.82 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,6:06 PM,87 °F,64 °F,46 %,W,5 mph,0 mph,29.82 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,6:51 PM,87 °F,64 °F,46 %,WSW,6 mph,0 mph,29.82 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,7:51 PM,86 °F,65 °F,49 %,W,5 mph,0 mph,29.82 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,8:51 PM,85 °F,66 °F,53 %,W,7 mph,0 mph,29.82 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,9:51 PM,85 °F,66 °F,53 %,WSW,8 mph,0 mph,29.83 in,0.0 in,Haze,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,10:51 PM,84 °F,66 °F,55 %,WSW,8 mph,0 mph,29.83 in,0.0 in,Fair,Weather Underground
"New York City, NY",Laguardia Airport Station,7/20/21,11:51 PM,84 °F,66 °F,55 %,WSW,9 mph,0 mph,29.84 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,12:51 AM,83 °F,66 °F,56 %,W,6 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,1:51 AM,80 °F,68 °F,67 %,NW,8 mph,0 mph,29.82 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,2:51 AM,78 °F,68 °F,71 %,N,13 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,3:51 AM,76 °F,62 °F,62 %,NE,8 mph,0 mph,29.83 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,4:51 AM,75 °F,63 °F,66 %,E,3 mph,0 mph,29.81 in,0.0 in,Partly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,5:51 AM,74 °F,63 °F,68 %,NNW,3 mph,0 mph,29.82 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,6:51 AM,76 °F,62 °F,62 %,CALM,0 mph,0 mph,29.83 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,7:51 AM,78 °F,62 °F,58 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,8:51 AM,78 °F,63 °F,60 %,NW,5 mph,0 mph,29.85 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,9:51 AM,79 °F,62 °F,56 %,NNW,7 mph,0 mph,29.85 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,10:51 AM,80 °F,60 °F,50 %,NW,7 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,11:51 AM,82 °F,61 °F,49 %,NNW,10 mph,0 mph,29.86 in,0.0 in,Mostly Cloudy,Weather Underground
"New York City, NY",Laguardia Airport Station,7/21/21,12:27 PM,80 °F,61 °F,52 %,NNW,14 mph,0 mph,29.86 in,0.0 in,Thunder in the Vicinity,Weather Underground
